,name,countries,country codes alpha 3,endangerment,speakers,latitude,longitude
993,Sangkong,China,CHN,Vulnerable,2000.0,21.5158,100.6957
994,Sarwa,Chad,TCD,Definitely endangered,2000.0,10.5958,17.0397
995,Shoshoni (Idaho),United States of America,USA,Severely endangered,2000.0,43.0438,-112.4629
996,Shoshoni (Nevada),United States of America,USA,Severely endangered,2000.0,40.0358,-113.9835
997,Shoshoni (Wyoming),United States of America,USA,Severely endangered,2000.0,43.014,-108.8209
998,Tai Phake,India,IND,Severely endangered,2000.0,27.5033,95.2185
999,Tamazight (Arzew),Algeria,DZA,Critically endangered,2000.0,35.5869,-0.4737
1000,Tanglang,China,CHN,Vulnerable,2000.0,26.0863,99.7119
1001,Tchitchege,Gabon,GAB,Definitely endangered,2000.0,-1.8508,13.612
1002,Tinan,"China, India","CHN, IND",Definitely endangered,2000.0,32.519,77.6733
1003,Tsafiki,Ecuador,ECU,Definitely endangered,2000.0,-0.25,-79.15
1004,Ukhwejo,Central African Republic,CAF,Severely endangered,2000.0,3.3626,16.0565
1005,Urarina,Peru,PER,Vulnerable,2000.0,-4.3464,-75.3002
1006,Ushojo,Pakistan,PAK,Definitely endangered,2000.0,35.0209,72.897
1007,Waigali,Afghanistan,AFG,Definitely endangered,2000.0,35.1895,71.1941
1008,Waotededo,Ecuador,ECU,Vulnerable,2000.0,-1.1864,-76.6296
1009,Wotapuri-Katarqalai,Afghanistan,AFG,Definitely endangered,2000.0,34.4166,70.3333
1010,Wutun,China,CHN,Definitely endangered,2000.0,35.791,102.4365
1011,Candoshi,Peru,PER,Definitely endangered,1900.0,-3.7107,-76.9042
1012,Hupda (Brazil),Brazil,BRA,Vulnerable,1900.0,0.7909,-68.247
1013,Mixtec of the central Ravine,Mexico,MEX,Definitely endangered,1878.0,17.9666,-96.8333
1014,Kendeje,Chad,TCD,Definitely endangered,1859.0,13.6299,21.5771
1015,Hunzib,Russian Federation,RUS,Definitely endangered,1839.0,42.1654,46.2991
1016,Tchumbuli,Benin,BEN,Critically endangered,1838.0,8.7113,2.1533
1017,Cashibo-Cacataibo,Peru,PER,Definitely endangered,1800.0,-8.9393,-75.0915
1018,Grass Koiari,Papua New Guinea,PNG,Vulnerable,1800.0,-9.4558,147.5559
1019,Isirawa,Indonesia,IDN,Vulnerable,1800.0,-1.8783,138.5485
1020,Lanoh,Malaysia,MYS,Critically endangered,1800.0,5.2509,101.0206
1021,Lemolang,Indonesia,IDN,Vulnerable,1800.0,-2.6303,120.1849
1022,Nila (Seram Island),Indonesia,IDN,Definitely endangered,1800.0,-3.2173,128.9849
1023,Shixing,China,CHN,Definitely endangered,1800.0,28.5263,100.4734
1024,Chuj (Mexico),Mexico,MEX,Critically endangered,1771.0,16.1203,-92.0407
1025,Darma,"India, Nepal","IND, NPL",Definitely endangered,1761.0,30.0037,80.5641
1026,Kung,Cameroon,CMR,Severely endangered,1750.0,6.5227,10.1074
1027,Lokono (Guyana),"Guyana, Venezuela (Bolivarian Republic of)","GUY, VEN",Critically endangered,1750.0,6.2934,-58.0957
1028,Byangsi,"India, Nepal","IND, NPL",Definitely endangered,1734.0,30.0595,80.7824
1029,Pasing,Lao People's Democratic Republic,LAO,Definitely endangered,1732.0,21.1254,101.4697
1030,Yamphu,Nepal,NPL,Definitely endangered,1722.0,27.5935,87.3316
1031,Andio,Indonesia,IDN,Vulnerable,1700.0,-0.8514,123.1457
1032,Cheyenne (Montana),United States of America,USA,Definitely endangered,1700.0,45.5495,-106.5263
1033,Kumzari,Oman,OMN,Severely endangered,1700.0,26.1936,56.2431
1034,Quechua of Yauyos,Peru,PER,Critically endangered,1700.0,-12.9081,-75.6958
1035,Bainouk-Samik,Senegal,SEN,Severely endangered,1685.0,12.5733,-16.2652
1036,Côông,Viet Nam,VNM,Definitely endangered,1676.0,22.5943,102.7455
1037,Dogrib,Canada,CAN,Vulnerable,1675.0,62.8292,-115.9904
1038,Upland Yuman,United States of America,USA,Vulnerable,1650.0,36.2377,-112.7094
1039,Eastern Cuicatec,Mexico,MEX,Vulnerable,1641.0,17.9666,-96.7166
1040,Tamazight (Ait Rouadi),Morocco,MAR,Extinct,1637.0,32.5745,-5.9655
1041,Woleaian,Micronesia (Federated States of),FSM,Severely endangered,1631.0,7.3515,143.8769
1042,Huehuetla Tepehua,Mexico,MEX,Definitely endangered,1603.0,20.46,-98.0761
1043,Kadiwéu,Brazil,BRA,Definitely endangered,1600.0,-20.5222,-56.7237
1044,Southern Tiwa (Isleta Pueblo),United States of America,USA,Definitely endangered,1600.0,34.9057,-106.7066
1045,Southern Tiwa (Sandia Pueblo),United States of America,USA,Definitely endangered,1600.0,35.2516,-106.565
1046,Tewa (Arizona),United States of America,USA,Definitely endangered,1600.0,35.8334,-110.3798
1047,Tewa (New Mexico),United States of America,USA,Severely endangered,1600.0,36.053,-106.0708
1048,ǁGana,Botswana,BWA,Vulnerable,1550.0,-21.7824,21.8971
1049,Akwáwa,Brazil,BRA,Vulnerable,1548.0,-5.2441,-52.7014
1050,Northern Cuicatec,Mexico,MEX,Vulnerable,1503.0,17.9511,-96.7384
1051,Chiquihuitlán Mazatec,Mexico,MEX,Definitely endangered,1502.0,17.9953,-96.7449
1052,Apinajé,Brazil,BRA,Vulnerable,1500.0,-6.0317,-47.5604
1053,Bashkarik,Pakistan,PAK,Severely endangered,1500.0,35.2893,72.6168
1054,Chintang,Nepal,NPL,Severely endangered,1500.0,26.9367,87.1991
1055,Forest Nenets,Russian Federation,RUS,Severely endangered,1500.0,64.9188,77.7941
1056,Hupda (Colombia),Colombia,COL,Definitely endangered,1500.0,0.3845,-70.1367
1057,Jah Hut,Malaysia,MYS,Severely endangered,1500.0,3.6452,102.3065
1058,Jeri,Côte d'Ivoire,CIV,Severely endangered,1500.0,9.2647,-5.8666
1059,Jonkor Bourmataguil,Chad,TCD,Severely endangered,1500.0,11.4261,19.0145
1060,K'emant,Ethiopia,ETH,Severely endangered,1500.0,12.9349,37.2326
1061,Kanashi,India,IND,Definitely endangered,1500.0,32.0406,77.1075
1062,Karajá,Brazil,BRA,Vulnerable,1500.0,-11.0921,-50.3393
1063,Karelian (Tikhvin),Russian Federation,RUS,Severely endangered,1500.0,59.601,33.3544
1064,Kendem,Cameroon,CMR,Severely endangered,1500.0,5.7061,9.6377
1065,Khamba,"China, India","CHN, IND",Definitely endangered,1500.0,29.0105,94.7653
1066,Lishpa,India,IND,Definitely endangered,1500.0,27.3327,92.384
1067,Mayoruna (Brazil),Brazil,BRA,Vulnerable,1500.0,-3.3379,-64.8413
1068,Mescalero-Chiricahua Apache (New Mexico),United States of America,USA,Definitely endangered,1500.0,33.1514,-105.7942
1069,Numao Bunu,China,CHN,Definitely endangered,1500.0,24.3902,107.2701
1070,Orang Seletar,Malaysia,MYS,Severely endangered,1500.0,1.3387,103.464
1071,Palenque Creole,Colombia,COL,Definitely endangered,1500.0,10.0952,-75.1142
1072,Pong,Lao People's Democratic Republic,LAO,Definitely endangered,1500.0,18.4666,105.05
1073,Pyuma,China,CHN,Vulnerable,1500.0,22.8027,121.0748
1074,Saaroa,China,CHN,Critically endangered,1500.0,23.1283,120.7062
1075,Saluan,Indonesia,IDN,Vulnerable,1500.0,-0.8129,122.871
1076,Semaq Beri,Malaysia,MYS,Critically endangered,1500.0,4.0012,102.8443
1077,Talodi,Sudan,SDN,Critically endangered,1500.0,10.6902,30.3964
1078,Wayana (Suriname),Suriname,SUR,Vulnerable,1500.0,2.7455,-54.58
1079,Wik Mungkan,Australia,AUS,Vulnerable,1500.0,-12.9403,141.9873
1080,Natsilingmiutut,Canada,CAN,Vulnerable,1455.0,68.643,-95.8863
1081,Movima,Bolivia (Plurinational State of),BOL,Severely endangered,1452.0,-13.7954,-65.4345
1082,Ngombe,Central African Republic,CAF,Definitely endangered,1450.0,3.9492,15.2352
1083,Cinta Larga,Brazil,BRA,Vulnerable,1440.0,-11.4154,-59.7216
1084,Dupaninan Agta,Philippines,PHL,Vulnerable,1400.0,17.9682,122.0361
1085,Tese,Sudan,SDN,Critically endangered,1400.0,11.2161,29.8471
1086,Bororo,Brazil,BRA,Definitely endangered,1390.0,-15.5172,-53.1024
1087,Puluwat,Micronesia (Federated States of),FSM,Severely endangered,1364.0,7.5803,149.425
1088,Kanela Rankokamekra,Brazil,BRA,Vulnerable,1337.0,-6.075,-44.9121
1089,Saba,Chad,TCD,Definitely endangered,1335.0,11.1487,18.0175
1090,Kurripako (Brazil),Brazil,BRA,Vulnerable,1332.0,0.7001,-68.3789
1091,Triw,Lao People's Democratic Republic,LAO,Definitely endangered,1328.0,15.6833,107.2
1092,Guernsey French,United Kingdom of Great Britain and Northern Ireland,GBR,Severely endangered,1327.0,49.4502,-2.5927
1093,Paafang,Micronesia (Federated States of),FSM,Severely endangered,1318.0,7.6198,155.1571
1094,Chɨlɨng,Nepal,NPL,Definitely endangered,1314.0,26.9483,87.2527
1095,Zapotec of the Valleys north,Mexico,MEX,Severely endangered,1303.0,17.0666,-96.65
1096,Cypriot Arabic,Cyprus,CYP,Severely endangered,1300.0,35.3196,33.338
1097,Palikur (Brazil),Brazil,BRA,Vulnerable,1300.0,4.0396,-51.7236
1098,Sanenyo,India,IND,Critically endangered,1300.0,7.9504,93.576
1099,Tecóatl Mazatec,Mexico,MEX,Vulnerable,1300.0,18.1653,-96.9124
1100,Xinka,Guatemala,GTM,Critically endangered,1283.0,14.3447,-90.2603
1101,Ozomatlán Totonac,Mexico,MEX,Critically endangered,1276.0,20.1766,-98.0527
1102,Kāgate,Nepal,NPL,Definitely endangered,1273.0,27.5449,86.2925
1103,Maxakali,Brazil,BRA,Vulnerable,1271.0,-16.5519,-40.3417
1104,Murik,Papua New Guinea,PNG,Vulnerable,1256.0,-3.8368,144.2807
1105,Pengo,India,IND,Critically endangered,1254.0,19.0621,83.4851
1106,Marúbo,Brazil,BRA,Vulnerable,1252.0,-6.0968,-70.2246
1107,Aivilingmiutut,Canada,CAN,Vulnerable,1245.0,64.1657,-83.243
1108,Besme,Chad,TCD,Severely endangered,1228.0,9.6386,16.018
1109,Oirata,Indonesia,IDN,Definitely endangered,1221.0,-8.0755,127.1777
1110,Lohorung,Nepal,NPL,Severely endangered,1207.0,27.4266,87.2498
1111,Harakmbut,Peru,PER,Definitely endangered,1206.0,-12.9403,-70.2685
1112,Buyang,China,CHN,Severely endangered,1200.0,23.4146,105.7632
1113,Dakka,Indonesia,IDN,Vulnerable,1200.0,-3.316,119.2071
1114,Mah Meri,Malaysia,MYS,Severely endangered,1200.0,2.836,101.4299
1115,Manjui,"Argentina, Bolivia (Plurinational State of), Paraguay","ARG, BOL, PRY",Definitely endangered,1200.0,-23.1201,-62.7539
1116,Te'un (Seram Island),Indonesia,IDN,Definitely endangered,1200.0,-3.1843,128.9465
1117,Tsou,China,CHN,Vulnerable,1200.0,23.5174,120.8564
1118,Ujir,Indonesia,IDN,Definitely endangered,1200.0,-5.6105,134.2776
1119,White Gelao (China),China,CHN,Severely endangered,1200.0,26.4894,105.021
1120,Dakkang,Lao People's Democratic Republic,LAO,Definitely endangered,1198.0,15.6333,107.25
1121,Northern Algonquin,Canada,CAN,Vulnerable,1180.0,48.0616,-77.3521
1122,Akawaio (Brazil),Brazil,BRA,Vulnerable,1170.0,4.1711,-60.249
1123,Huehuetlán Mazatec,Mexico,MEX,Vulnerable,1169.0,18.1964,-96.9471
1124,Trio (Brazil),Brazil,BRA,Vulnerable,1156.0,1.7136,-55.2392
1125,Savo,Solomon Islands,SLB,Definitely endangered,1147.0,-9.1292,159.8071
1126,Tektitek,Guatemala,GTM,Definitely endangered,1144.0,15.3073,-92.0609
1127,Fwâi,New Caledonia (France),NCL,Vulnerable,1131.0,-20.7048,164.9034
1128,Waimirí-Atroarí,Brazil,BRA,Vulnerable,1120.0,-1.0985,-60.8203
1129,Guayabero,Colombia,COL,Definitely endangered,1118.0,2.6028,-72.3999
1130,Fagauvea (Northern),New Caledonia (France),NCL,Vulnerable,1107.0,-20.4089,166.5444
1131,Fagauvea (Southern),New Caledonia (France),NCL,Vulnerable,1107.0,-20.7381,166.4126
1132,Fania,Chad,TCD,Severely endangered,1100.0,10.0581,18.3993
1133,Ubi,Chad,TCD,Severely endangered,1100.0,12.1534,18.6946
1134,Warnang,Sudan,SDN,Severely endangered,1100.0,10.6538,30.6298
1135,Itzá,Guatemala,GTM,Critically endangered,1094.0,16.9838,-89.899
1136,Mixtec of the southwest of Puebla,Mexico,MEX,Definitely endangered,1074.0,18.6333,-98.0666
1137,Lowland Chontal,Mexico,MEX,Critically endangered,1060.0,16.0286,-95.6683
1138,Koireng,India,IND,Critically endangered,1056.0,24.2319,93.7463
1139,Chipaya,Bolivia (Plurinational State of),BOL,Definitely endangered,1050.0,-19.2074,-68.2031
1140,Mokilese,Micronesia (Federated States of),FSM,Critically endangered,1050.0,6.6864,159.7631
1141,Western Náhuatl,Mexico,MEX,Severely endangered,1041.0,18.3745,-103.3026
1142,Acatepec Mazatec,Mexico,MEX,Vulnerable,1038.0,18.1621,-96.8766
1143,Mixtec of Villa de Tututepec,Mexico,MEX,Definitely endangered,1019.0,16.1333,-97.6
1144,Toda,India,IND,Critically endangered,1006.0,11.3184,76.8273
1145,Adabe,Timor-Leste,TLS,Vulnerable,1000.0,-8.2549,125.5737
1146,Alutor,Russian Federation,RUS,Severely endangered,1000.0,60.2016,165.4238
1147,Arapaho (Wyoming),United States of America,USA,Severely endangered,1000.0,43.0139,-108.8214
1148,Beeke,Democratic Republic of the Congo,ZAI,Severely endangered,1000.0,0.9997,28.7951
1149,Blackfoot (United States of America),United States of America,USA,Definitely endangered,1000.0,48.5699,-113.0918
1150,Bohtan Neo-Aramaic,"Georgia, Russian Federation","GEO, RUS",Severely endangered,1000.0,41.5579,45.0219
1151,Bola,China,CHN,Definitely endangered,1000.0,25.0638,98.2414
1152,Bong'om,Kenya,KEN,Definitely endangered,1000.0,1.1315,35.0134
1153,Bora,"Colombia, Peru","COL, PER",Vulnerable,1000.0,-2.7455,-71.8835
1154,Central Siberian Yupik (St. Lawrence Island),United States of America,USA,Definitely endangered,1000.0,63.7444,-171.7242
1155,Chali,Bhutan,BTN,Definitely endangered,1000.0,27.301,91.2991
1156,Cherokee (North Carolina),United States of America,USA,Severely endangered,1000.0,35.113,-84.0588
1157,Cocama-Cocamilla (Peru),Peru,PER,Severely endangered,1000.0,-4.8282,-74.2565
1158,Dair,Sudan,SDN,Severely endangered,1000.0,12.517,30.5914
1159,Dakpa,"Bhutan, India","BTN, IND",Definitely endangered,1000.0,27.3937,91.8965
1160,Dampelas,Indonesia,IDN,Definitely endangered,1000.0,0.2005,119.8965
1161,Danaw,Myanmar,MMR,Critically endangered,1000.0,21.192,97.3937
1162,Ega,Côte d'Ivoire,CIV,Severely endangered,1000.0,5.8018,-5.4492
1163,El Hugeirat,Sudan,SDN,Severely endangered,1000.0,12.3131,28.4243
1164,Faghani,Solomon Islands,SLB,Vulnerable,1000.0,-10.4337,161.5979
1165,Fongoro,Chad,TCD,Severely endangered,1000.0,11.1029,22.7197
1166,Gambiri,Afghanistan,AFG,Severely endangered,1000.0,34.9017,70.9085
1167,Gongduk,Bhutan,BTN,Vulnerable,1000.0,27.086,91.2002
1168,Gorap,Indonesia,IDN,Definitely endangered,1000.0,2.1528,128.2516
1169,Guugu Yimidhirr,Australia,AUS,Vulnerable,1000.0,-14.8598,144.7338
1170,Gyem,Nigeria,NGA,Critically endangered,1000.0,10.3865,9.3122
1171,Habu,Timor-Leste,TLS,Vulnerable,1000.0,-8.7819,126.0021
1172,Hawaiian,United States of America,USA,Critically endangered,1000.0,21.9226,-160.1147
1173,Hértevin,Turkey,TUR,Critically endangered,1000.0,37.9268,42.5473
1174,Hu,China,CHN,Definitely endangered,1000.0,22.1743,100.9264
1175,Hualapai,United States of America,USA,Vulnerable,1000.0,35.5279,-113.4297
1176,Hung,"Lao People's Democratic Republic, Viet Nam","LAO, VNM",Definitely endangered,1000.0,18.9062,105.05
1177,Inkhokvari,Russian Federation,RUS,Definitely endangered,1000.0,42.3981,46.0299
1178,Ishkashimi,Tajikistan,TJK,Severely endangered,1000.0,36.6915,71.7668
1179,Iyive,Cameroon,CMR,Severely endangered,1000.0,6.4354,9.5278
1180,Jiongnai Bunu,China,CHN,Definitely endangered,1000.0,23.3902,108.5135
1181,Kaande,Gabon,GAB,Severely endangered,1000.0,-0.1318,11.8103
1182,Kaco',Cambodia,KHM,Definitely endangered,1000.0,13.934,107.4222
1183,Kadu,Myanmar,MMR,Severely endangered,1000.0,24.2042,95.6332
1184,Kairui-Midiki,Timor-Leste,TLS,Vulnerable,1000.0,-8.7222,126.2878
1185,Kari,Democratic Republic of the Congo,ZAI,Severely endangered,1000.0,4.8392,25.5432
1186,Kayabi,Brazil,BRA,Vulnerable,1000.0,-11.1972,-53.2342
1187,Khowa,India,IND,Definitely endangered,1000.0,27.2546,92.5323
1188,Kodeoha,Indonesia,IDN,Vulnerable,1000.0,-3.4147,120.9155
1189,Kujarge,Chad,TCD,Definitely endangered,1000.0,11.749,22.2431
1190,Kukatja,Australia,AUS,Vulnerable,1000.0,-21.2074,126.4746
1191,Kuot,Papua New Guinea,PNG,Vulnerable,1000.0,-3.0692,151.5234
1192,Lokono (Suriname),"French Guiana (France), Suriname","GUF, SUR",Severely endangered,1000.0,5.6487,-55.1074
1193,Mahongwe,Gabon,GAB,Severely endangered,1000.0,1.0216,13.9031
1194,Manchurian Ölöt,China,CHN,Severely endangered,1000.0,48.1953,124.2993
1195,May,"Lao People's Democratic Republic, Viet Nam","LAO, VNM",Definitely endangered,1000.0,18.0623,105.5786
1196,Mbara,Chad,TCD,Severely endangered,1000.0,10.8009,15.6335
1197,Mech,India,IND,Severely endangered,1000.0,26.5688,89.1979
1198,Mòcheno,Italy,ITA,Definitely endangered,1000.0,46.1194,11.3258
1199,Naueti,Timor-Leste,TLS,Vulnerable,1000.0,-8.7357,126.7053
1200,North Greenlandic,Greenland (Kingdom of Denmark),GRL,Definitely endangered,1000.0,77.4815,-69.3511
1201,Ormuri,"Pakistan, Afghanistan","PAK, AFG",Definitely endangered,1000.0,32.518,69.783
1202,Paiter,Brazil,BRA,Vulnerable,1000.0,-11.1245,-61.3476
1203,Pareci,Brazil,BRA,Definitely endangered,1000.0,-14.3525,-58.0174
1204,Pasi,India,IND,Definitely endangered,1000.0,28.1834,95.2651
1205,Resian,Italy,ITA,Definitely endangered,1000.0,46.3734,13.3058
1206,Sach,"Lao People's Democratic Republic, Viet Nam","LAO, VNM",Definitely endangered,1000.0,17.78,105.7666
1207,Sake,Gabon,GAB,Severely endangered,1000.0,-0.0247,11.7691
1208,Saterlandic,Germany,DEU,Severely endangered,1000.0,53.1059,7.6787
1209,She,China,CHN,Critically endangered,1000.0,23.3333,115.2459
1210,Shumashti,Afghanistan,AFG,Severely endangered,1000.0,34.6108,70.7569
1211,Sighu,Gabon,GAB,Severely endangered,1000.0,-0.0549,13.5461
1212,Sobei,Indonesia,IDN,Definitely endangered,1000.0,-1.8632,138.7408
1213,Thavung (Laos),"Lao People's Democratic Republic, Thailand","LAO, THA",Definitely endangered,1000.0,18.4666,104.6666
1214,Tirma,Sudan,SDN,Critically endangered,1000.0,6.4899,34.3212
1215,Tombelala,Indonesia,IDN,Vulnerable,1000.0,-2.5315,121.9454
1216,Toto,India,IND,Critically endangered,1000.0,26.6867,89.5056
1217,Trio (Suriname),Suriname,SUR,Vulnerable,1000.0,2.1528,-56.3818
1218,Tum,Lao People's Democratic Republic,LAO,Definitely endangered,1000.0,18.7,105.05
1219,Tuotomb,Cameroon,CMR,Severely endangered,1000.0,4.4449,10.371
1220,Yatê,Brazil,BRA,Severely endangered,1000.0,-7.0136,-37.0458
1221,Zaiwa,"China, India","CHN, IND",Definitely endangered,1000.0,28.4735,96.4764
1222,Zay,Ethiopia,ETH,Severely endangered,1000.0,8.0728,38.8476
1223,Zenaga (Western Sahara),Western Sahara,ESH,Critically endangered,1000.0,22.2687,-13.7109
1224,|Gui,Botswana,BWA,Vulnerable,1000.0,-21.8385,21.7858
1225,ǁAni,Botswana,BWA,Definitely endangered,1000.0,-18.6462,22.1319
1226,Buglé,Panama,PAN,Definitely endangered,993.0,8.5858,-82.3856
1227,Ka'apór,Brazil,BRA,Vulnerable,991.0,-2.8991,-46.3183
1228,Hadza,United Republic of Tanzania,TZA,Vulnerable,975.0,-3.401,35.3897
1229,Kunwinjku,Australia,AUS,Vulnerable,974.0,-12.1333,133.4014
1230,Bakairi,Brazil,BRA,Vulnerable,950.0,-14.4213,-54.0305
1231,Drubea,New Caledonia (France),NCL,Vulnerable,946.0,-22.0347,166.5527
1232,Namonuito,Micronesia (Federated States of),FSM,Severely endangered,944.0,8.6299,150.0128
1233,Hya,"Cameroon, Nigeria","CMR, NGA",Severely endangered,940.0,10.3311,13.5269
1234,Machineri (Brazil),Brazil,BRA,Vulnerable,937.0,-10.5742,-70.4882
1235,South Slavey,Canada,CAN,Definitely endangered,920.0,61.8154,-121.3346
1236,Wajãpi,Brazil,BRA,Vulnerable,905.0,0.747,-52.8442
1237,Mewahang,Nepal,NPL,Severely endangered,904.0,27.5441,87.1401
1238,Awapit,Ecuador,ECU,Severely endangered,900.0,1.0985,-78.706
1239,Chimila,Colombia,COL,Severely endangered,900.0,10.0986,-73.894
1240,Kua,Botswana,BWA,Definitely endangered,900.0,-22.7106,26.4605
1241,Njalgulgule,Sudan,SDN,Severely endangered,900.0,8.4452,25.3015
1242,Pech,Honduras,HND,Severely endangered,900.0,15.0819,-85.5552
1243,Rikbaktsa,Brazil,BRA,Severely endangered,900.0,-10.6174,-58.2714
1244,Caac,New Caledonia (France),NCL,Vulnerable,890.0,-20.3883,164.5614
1245,Inuinnaqtun,Canada,CAN,Definitely endangered,890.0,67.8443,-115.2742
1246,Voh-Koné dialects,New Caledonia (France),NCL,Definitely endangered,878.0,-20.9665,164.7866
1247,Kuna (Colombia),Colombia,COL,Severely endangered,876.0,7.8633,-76.9042
1248,Dení,Brazil,BRA,Vulnerable,875.0,-6.5773,-68.1591
1249,Tarao,India,IND,Critically endangered,870.0,24.297,93.4497
1250,Santa María del Mar Huave,Mexico,MEX,Severely endangered,862.0,16.2166,-94.85
1251,Nukuoro,Micronesia (Federated States of),FSM,Definitely endangered,860.0,3.8574,154.9786
1252,Mixtec of Santa Cruz Itundujia,Mexico,MEX,Definitely endangered,851.0,16.7666,-97.6
1253,"Zapotec of the Southern mountains, northeast",Mexico,MEX,Definitely endangered,849.0,16.2666,-96.2833
1254,Kumak,New Caledonia (France),NCL,Vulnerable,847.0,-20.1278,164.0259
1255,Pukapukan,Cook Islands,COK,Definitely endangered,840.0,-10.871,-165.8441
1256,Lola,Indonesia,IDN,Vulnerable,830.0,-6.3316,134.8818
1257,Ashaninka (Brazil),Brazil,BRA,Vulnerable,813.0,-9.3786,-73.1414
1258,Ottawa (Canada),"Canada, United States of America","CAN, USA",Severely endangered,810.0,46.1519,-82.2243
1259,Bati,Cameroon,CMR,Severely endangered,800.0,4.2012,10.7858
1260,Chorote Iyojwa'ja,"Argentina, Paraguay","ARG, PRY",Severely endangered,800.0,-24.287,-60.3808
1261,Eman,Cameroon,CMR,Severely endangered,800.0,6.0531,9.7338
1262,Isu,Cameroon,CMR,Severely endangered,800.0,4.0094,9.5745
1263,Jamamadí,Brazil,BRA,Vulnerable,800.0,-9.0424,-68.3789
1264,Javaé,Brazil,BRA,Definitely endangered,800.0,-11.1568,-50.4711
1265,Nubaca,Cameroon,CMR,Severely endangered,800.0,4.2971,10.7446
1266,Panasuan,Indonesia,IDN,Definitely endangered,800.0,-2.2516,119.5806
1267,Piaroa (Colombia),Colombia,COL,Definitely endangered,800.0,4.0,-68.6666
1268,Taos,United States of America,USA,Definitely endangered,800.0,36.4717,-105.5596
1269,Taulil,Papua New Guinea,PNG,Vulnerable,800.0,-4.5435,152.0397
1270,Tuyuca (Brazil),Brazil,BRA,Vulnerable,800.0,0.4394,-66.8847
